ID_x,HWSD2_SMU_ID,NSC_MU_SOURCE1,NSC_MU_SOURCE2,WISE30s_SMU_ID_x,HWSD1_SMU_ID_x,COVERAGE_x,SEQUENCE,SHARE_x,NSC,WRB_PHASES_x,WRB4_x,WRB2_x,FAO90_x,ROOT_DEPTH_x,PHASE1_x,PHASE2_x,ROOTS_x,IL_x,SWR,DRAINAGE_x,AWC_x,ADD_PROP_x,LAYER,TOPDEP,BOTDEP,COARSE,SAND,SILT,CLAY,TEXTURE_USDA_x,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND,ID_y,WISE30s_SMU_ID_y,HWSD1_SMU_ID_y,COVERAGE_y,SHARE_y,WRB4_y,WRB_PHASES_y,WRB2_y,WRB2_CODE,FAO90_y,KOPPEN,TEXTURE_USDA_y,REF_BULK_DENSITY,BULK_DENSITY,DRAINAGE_y,ROOT_DEPTH_y,AWC_y,PHASE1_y,PHASE2_y,ROOTS_y,IL_y,ADD_PROP_y
81493,1767,,,WD20001767,1767,4,4,10,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,251738,WD20001767,1767,4,60,RG,RG,RG,26,RG,B,11.0,1.649999976158142,1.4299999475479126,MW,1,129,,,,,0.0
81496,1766,,,WD20001766,1766,4,3,20,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,251736,WD20001766,1766,4,40,RG,RG,RG,26,RG,B,11.0,1.649999976158142,1.4299999475479126,MW,1,129,,,,,0.0
81497,340,,,WD20000340,340,4,2,30,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,251749,WD20000340,340,4,70,RG,RG,RG,26,RG,B,11.0,1.649999976158142,1.4299999475479126,MW,1,129,,,,,0.0
81500,1350,,,WD20001350,1350,4,1,50,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,80590,WD20001350,1350,4,50,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81501,1353,,,WD20001353,1353,4,1,70,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,80591,WD20001353,1353,4,70,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81502,1355,,,WD20001355,1355,4,1,70,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,80592,WD20001355,1355,4,70,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81503,1356,,,WD20001356,1356,4,1,70,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,80593,WD20001356,1356,4,70,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81511,1337,,,WD20001337,1337,4,1,50,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,80601,WD20001337,1337,4,50,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81515,1339,,,WD20001339,1339,4,1,60,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,80605,WD20001339,1339,4,60,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81517,1336,,,WD20001336,1336,4,1,50,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,80607,WD20001336,1336,4,50,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81518,1338,,,WD20001338,1338,4,1,60,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,80608,WD20001338,1338,4,60,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81524,1130,,,WD20001130,1130,4,5,10,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,44330,WD20001130,1130,4,40,CMca,CMca,CM,8,CMc,B,9.0,1.7100000381469727,1.4600000381469727,MW,1,173,,,,,0.0
81527,1132,,,WD20001132,1132,4,5,10,,FLca,FLca,FL,FLc,,,,,,,MW,,3.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,44331,WD20001132,1132,4,30,CMca,CMca,CM,8,CMc,B,9.0,1.7100000381469727,1.4600000381469727,MW,1,173,,,,,3.0
81545,1838,,,WD20001838,1838,4,3,20,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,36105,WD20001838,1838,4,60,CLha,CLha,CL,7,CLh,B,9.0,1.6799999475479126,1.4500000476837158,MW,1,150,,,,,0.0
81550,1819,,,WD20001819,1819,4,2,30,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,251757,WD20001819,1819,4,70,RG,RG,RG,26,RG,B,11.0,1.649999976158142,1.4299999475479126,MW,1,129,,,,,0.0
81552,1821,,,WD20001821,1821,4,3,15,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,275389,WD20001821,1821,4,50,LPnt,LPnt,LP,18,RK,B,,,-3.0,,4,0,,,,,0.0
81553,1823,,,WD20001823,1823,4,5,5,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,79095,WD20001823,1823,4,50,ARpr & ARay,ARprkk,AR,4,DS,B,,,-4.0,,1,0,1.0,,,,0.0
81558,1330,,,WD20001330,1330,4,1,100,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,80648,WD20001330,1330,4,100,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81561,1839,,,WD20001839,1839,4,4,20,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,36106,WD20001839,1839,4,30,CLha,CLha,CL,7,CLh,B,9.0,1.6799999475479126,1.4500000476837158,MW,1,150,,,,,0.0
81564,1825,,,WD20001825,1825,4,2,30,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D6,100,150,6,39,41,20,9.0,M,1.4900000095367432,1.7100000381469727,0.35600000619888306,8.199999809265137,0.4000000059604645,9.0,15,69,45.0,46.0,96,0,9,12.199999809265137,1.2999999523162842,2,253108,WD20001825,1825,4,70,RGca,RGca,RG,26,RGc,B,11.0,1.6200000047683716,1.4199999570846558,MW,1,149,,,,,0.0
81675,1767,,,WD20001767,1767,4,4,10,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,251738,WD20001767,1767,4,60,RG,RG,RG,26,RG,B,11.0,1.649999976158142,1.4299999475479126,MW,1,129,,,,,0.0
81678,1766,,,WD20001766,1766,4,3,20,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,251736,WD20001766,1766,4,40,RG,RG,RG,26,RG,B,11.0,1.649999976158142,1.4299999475479126,MW,1,129,,,,,0.0
81679,340,,,WD20000340,340,4,2,30,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,251749,WD20000340,340,4,70,RG,RG,RG,26,RG,B,11.0,1.649999976158142,1.4299999475479126,MW,1,129,,,,,0.0
81682,1350,,,WD20001350,1350,4,1,50,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,80590,WD20001350,1350,4,50,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81683,1353,,,WD20001353,1353,4,1,70,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,80591,WD20001353,1353,4,70,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81684,1355,,,WD20001355,1355,4,1,70,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,80592,WD20001355,1355,4,70,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81685,1356,,,WD20001356,1356,4,1,70,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,80593,WD20001356,1356,4,70,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81693,1337,,,WD20001337,1337,4,1,50,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,80601,WD20001337,1337,4,50,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81697,1339,,,WD20001339,1339,4,1,60,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,80605,WD20001339,1339,4,60,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81699,1336,,,WD20001336,1336,4,1,50,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,80607,WD20001336,1336,4,50,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81700,1338,,,WD20001338,1338,4,1,60,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,80608,WD20001338,1338,4,60,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81706,1130,,,WD20001130,1130,4,5,10,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,44330,WD20001130,1130,4,40,CMca,CMca,CM,8,CMc,B,9.0,1.7100000381469727,1.4600000381469727,MW,1,173,,,,,0.0
81709,1132,,,WD20001132,1132,4,5,10,,FLca,FLca,FL,FLc,,,,,,,MW,,3.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,44331,WD20001132,1132,4,30,CMca,CMca,CM,8,CMc,B,9.0,1.7100000381469727,1.4600000381469727,MW,1,173,,,,,3.0
81727,1838,,,WD20001838,1838,4,3,20,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,36105,WD20001838,1838,4,60,CLha,CLha,CL,7,CLh,B,9.0,1.6799999475479126,1.4500000476837158,MW,1,150,,,,,0.0
81732,1819,,,WD20001819,1819,4,2,30,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,251757,WD20001819,1819,4,70,RG,RG,RG,26,RG,B,11.0,1.649999976158142,1.4299999475479126,MW,1,129,,,,,0.0
81734,1821,,,WD20001821,1821,4,3,15,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,275389,WD20001821,1821,4,50,LPnt,LPnt,LP,18,RK,B,,,-3.0,,4,0,,,,,0.0
81735,1823,,,WD20001823,1823,4,5,5,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,79095,WD20001823,1823,4,50,ARpr & ARay,ARprkk,AR,4,DS,B,,,-4.0,,1,0,1.0,,,,0.0
81740,1330,,,WD20001330,1330,4,1,100,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,80648,WD20001330,1330,4,100,FLca,FLca,FL,10,FLc,B,9.0,1.7100000381469727,1.4900000095367432,MW,1,172,,,,,0.0
81743,1839,,,WD20001839,1839,4,4,20,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,36106,WD20001839,1839,4,30,CLha,CLha,CL,7,CLh,B,9.0,1.6799999475479126,1.4500000476837158,MW,1,150,,,,,0.0
81746,1825,,,WD20001825,1825,4,2,30,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.5199999809265137,1.7799999713897705,0.28700000047683716,8.199999809265137,0.5099999904632568,9.0,15,63,50.0,50.0,100,0,16,14.300000190734863,1.7999999523162842,3,253108,WD20001825,1825,4,70,RGca,RGca,RG,26,RGc,B,11.0,1.6200000047683716,1.4199999570846558,MW,1,149,,,,,0.0
81862,1344,,,WD30001344,1344,4,1,60,,FLca,FLca,FL,FLc,1.0,,,,,,MW,168.0,3.0,D1,0,20,2,39,40,21,9.0,M,1.4199999570846558,1.7300000190734863,0.8949999809265137,7.900000095367432,0.8799999952316284,9.0,13,52,29.0,28.0,100,0,2,10.100000381469727,0.5,2,81862,WD30001344,1344,4,60,FLca,FLca,FL,10,FLc,C,9.0,1.7300000190734863,1.4199999570846558,MW,1,168,,,,,3.0
81864,1345,,,WD30001345,1345,4,1,50,,FLca,FLca,FL,FLc,1.0,,,,,,MW,168.0,0.0,D1,0,20,2,39,40,21,9.0,M,1.4199999570846558,1.7300000190734863,0.8949999809265137,7.900000095367432,0.8799999952316284,9.0,13,52,29.0,28.0,100,0,2,10.100000381469727,0.5,2,81864,WD30001345,1345,4,50,FLca,FLca,FL,10,FLc,C,9.0,1.7300000190734863,1.4199999570846558,MW,1,168,,,,,0.0
81878,1725,,,WD30001725,1725,4,2,30,,FLca,FLca,FL,FLc,1.0,,,,,,MW,168.0,0.0,D1,0,20,2,39,40,21,9.0,M,1.4199999570846558,1.7300000190734863,0.8949999809265137,7.900000095367432,0.8799999952316284,9.0,13,52,29.0,28.0,100,0,2,10.100000381469727,0.5,2,292962,WD30001725,1725,4,70,VR,VR,VR,33,VR,C,3.0,2.0199999809265137,1.7000000476837158,P,1,202,,,,,0.0
81888,1824,,,WD30001824,1824,4,2,30,,FLca,FLca,FL,FLc,1.0,,,,,,MW,168.0,0.0,D1,0,20,2,39,40,21,9.0,M,1.4199999570846558,1.7300000190734863,0.8949999809265137,7.900000095367432,0.8799999952316284,9.0,13,52,29.0,28.0,100,0,2,10.100000381469727,0.5,2,255573,WD30001824,1824,4,60,RGca,RGca,RG,26,RGc,C,9.0,1.7699999809265137,1.4900000095367432,MW,1,160,,,,,0.0
81905,1591,,,WD30001591,1591,4,2,30,,FLca,FLca,FL,FLc,1.0,,,,,,MW,168.0,0.0,D1,0,20,2,39,40,21,9.0,M,1.4199999570846558,1.7300000190734863,0.8949999809265137,7.900000095367432,0.8799999952316284,9.0,13,52,29.0,28.0,100,0,2,10.100000381469727,0.5,2,218059,WD30001591,1591,4,70,NTro,NTro,NT,21,NTr,C,3.0,2.009999990463257,1.2799999713897705,MW,1,159,,,,,0.0
81917,1343,,,WD30001343,1343,4,1,60,,FLca,FLca,FL,FLc,1.0,,,,,,MW,168.0,0.0,D1,0,20,2,39,40,21,9.0,M,1.4199999570846558,1.7300000190734863,0.8949999809265137,7.900000095367432,0.8799999952316284,9.0,13,52,29.0,28.0,100,0,2,10.100000381469727,0.5,2,81917,WD30001343,1343,4,60,FLca,FLca,FL,10,FLc,C,9.0,1.7300000190734863,1.4199999570846558,MW,1,168,,,,,0.0
81956,1344,,,WD30001344,1344,4,1,60,,FLca,FLca,FL,FLc,,,,,,,MW,,3.0,D2,20,40,4,40,39,21,9.0,M,1.4500000476837158,1.7300000190734863,0.5699999928474426,8.100000381469727,0.6000000238418579,9.0,14,53,29.0,28.0,99,0,3,11.800000190734863,0.10000000149011612,2,81862,WD30001344,1344,4,60,FLca,FLca,FL,10,FLc,C,9.0,1.7300000190734863,1.4199999570846558,MW,1,168,,,,,3.0
81958,1345,,,WD30001345,1345,4,1,50,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D2,20,40,4,40,39,21,9.0,M,1.4500000476837158,1.7300000190734863,0.5699999928474426,8.100000381469727,0.6000000238418579,9.0,14,53,29.0,28.0,99,0,3,11.800000190734863,0.10000000149011612,2,81864,WD30001345,1345,4,50,FLca,FLca,FL,10,FLc,C,9.0,1.7300000190734863,1.4199999570846558,MW,1,168,,,,,0.0
81972,1725,,,WD30001725,1725,4,2,30,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D2,20,40,4,40,39,21,9.0,M,1.4500000476837158,1.7300000190734863,0.5699999928474426,8.100000381469727,0.6000000238418579,9.0,14,53,29.0,28.0,99,0,3,11.800000190734863,0.10000000149011612,2,292962,WD30001725,1725,4,70,VR,VR,VR,33,VR,C,3.0,2.0199999809265137,1.7000000476837158,P,1,202,,,,,0.0
81982,1824,,,WD30001824,1824,4,2,30,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D2,20,40,4,40,39,21,9.0,M,1.4500000476837158,1.7300000190734863,0.5699999928474426,8.100000381469727,0.6000000238418579,9.0,14,53,29.0,28.0,99,0,3,11.800000190734863,0.10000000149011612,2,255573,WD30001824,1824,4,60,RGca,RGca,RG,26,RGc,C,9.0,1.7699999809265137,1.4900000095367432,MW,1,160,,,,,0.0
81999,1591,,,WD30001591,1591,4,2,30,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D2,20,40,4,40,39,21,9.0,M,1.4500000476837158,1.7300000190734863,0.5699999928474426,8.100000381469727,0.6000000238418579,9.0,14,53,29.0,28.0,99,0,3,11.800000190734863,0.10000000149011612,2,218059,WD30001591,1591,4,70,NTro,NTro,NT,21,NTr,C,3.0,2.009999990463257,1.2799999713897705,MW,1,159,,,,,0.0
82011,1343,,,WD30001343,1343,4,1,60,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D2,20,40,4,40,39,21,9.0,M,1.4500000476837158,1.7300000190734863,0.5699999928474426,8.100000381469727,0.6000000238418579,9.0,14,53,29.0,28.0,99,0,3,11.800000190734863,0.10000000149011612,2,81917,WD30001343,1343,4,60,FLca,FLca,FL,10,FLc,C,9.0,1.7300000190734863,1.4199999570846558,MW,1,168,,,,,0.0
82050,1344,,,WD30001344,1344,4,1,60,,FLca,FLca,FL,FLc,,,,,,,MW,,3.0,D3,40,60,5,40,38,22,9.0,M,1.440000057220459,1.7400000095367432,0.42500001192092896,8.100000381469727,0.4699999988079071,8.0,14,52,30.0,29.0,100,0,2,13.300000190734863,1.2000000476837158,2,81862,WD30001344,1344,4,60,FLca,FLca,FL,10,FLc,C,9.0,1.7300000190734863,1.4199999570846558,MW,1,168,,,,,3.0
82052,1345,,,WD30001345,1345,4,1,50,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D3,40,60,5,40,38,22,9.0,M,1.440000057220459,1.7400000095367432,0.42500001192092896,8.100000381469727,0.4699999988079071,8.0,14,52,30.0,29.0,100,0,2,13.300000190734863,1.2000000476837158,2,81864,WD30001345,1345,4,50,FLca,FLca,FL,10,FLc,C,9.0,1.7300000190734863,1.4199999570846558,MW,1,168,,,,,0.0
82066,1725,,,WD30001725,1725,4,2,30,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D3,40,60,5,40,38,22,9.0,M,1.440000057220459,1.7400000095367432,0.42500001192092896,8.100000381469727,0.4699999988079071,8.0,14,52,30.0,29.0,100,0,2,13.300000190734863,1.2000000476837158,2,292962,WD30001725,1725,4,70,VR,VR,VR,33,VR,C,3.0,2.0199999809265137,1.7000000476837158,P,1,202,,,,,0.0
82076,1824,,,WD30001824,1824,4,2,30,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D3,40,60,5,40,38,22,9.0,M,1.440000057220459,1.7400000095367432,0.42500001192092896,8.100000381469727,0.4699999988079071,8.0,14,52,30.0,29.0,100,0,2,13.300000190734863,1.2000000476837158,2,255573,WD30001824,1824,4,60,RGca,RGca,RG,26,RGc,C,9.0,1.7699999809265137,1.4900000095367432,MW,1,160,,,,,0.0
82093,1591,,,WD30001591,1591,4,2,30,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D3,40,60,5,40,38,22,9.0,M,1.440000057220459,1.7400000095367432,0.42500001192092896,8.100000381469727,0.4699999988079071,8.0,14,52,30.0,29.0,100,0,2,13.300000190734863,1.2000000476837158,2,218059,WD30001591,1591,4,70,NTro,NTro,NT,21,NTr,C,3.0,2.009999990463257,1.2799999713897705,MW,1,159,,,,,0.0
82105,1343,,,WD30001343,1343,4,1,60,,FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D3,40,60,5,40,38,22,9.0,M,1.440000057220459,1.7400000095367432,0.42500001192092896,8.100000381469727,0.4699999988079071,8.0,14,52,30.0,29.0,100,0,2,13.300000190734863,1.2000000476837158,2,81917,WD30001343,1343,4,60,FLca,FLca,FL,10,FLc,C,9.0,1.7300000190734863,1.4199999570846558,MW,1,168,,,,,0.0
